clause_id,app_name,source_document,clause_text,best_match_taxonomy_id,dpdp_category,matched_act,verdict,verdict_score,justification,label_status,label_needs_review,cache_key,run_id,model
S000858,Meta,MetaPrivacyPolicy,"detail on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following: Content that you provide through our camera feature or your camera roll settings, or through our voice-enabled features",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the types of information that may be collected but does not address any of the statutory requirements related to consent withdrawal, intermediary liability, Consent Manager functionality, or communication links for Data Principal rights. It does not fulfill the semantic match criteria for",NEW_SUCCESS,False,26c73a7224e187f72826ec2dfebde364884c50ca54b9898444043c89864cc296,run-c6bf936e43df-5d0fde37,qwen3:8b
S001827,WhatsApp,WhatsApp Business Data Processing Terms,legal obligations as a Processor under these Data Processing Terms;,NONE,Not Applicable,,Not Addressed,0.0,"The clause does not address any of the statutory requirements related to security safeguards, voluntary undertakings, penalties, consent management, or cessation of processing upon withdrawal of consent. It only references legal obligations as a Processor without specifying any actionable mechanisms or compliance details.",NEW_SUCCESS,False,5eae13708f2a80cc349cbfb5b9af4c696a3bc90dc5030026c9ac47dc72cabb51,run-c6bf936e43df-5d0fde37,qwen3:8b
S000808,Meta,MetaPrivacyPolicy,"We offer you a variety of tools to view, manage, download and delete your information below. You can also manage your information by visiting the settings of the Products you use. You may also have other privacy rights under applicable laws.",NONE,Not Applicable,,Not Addressed,0.0,"The clause mentions general tools for managing information and refers to privacy rights under applicable laws, but it does not specifically address any of the statutory requirements in the candidate rules. It lacks clear communication links, mechanisms for data access, erasure, or retention as required",NEW_SUCCESS,False,588b65a6c594a4d134c69ed1f0e328db4b49fdc0c9ceec14e376bf602e631f63,run-c6bf936e43df-5d0fde37,qwen3:8b
S001522,Telegram,Telegram Privacy Policy,"As of June 2024, creators are able to offer paid access to specific channel posts by accepting Telegram Stars. When users pay to unlock a channel post, a permanent copy is created which resides in the parties' transaction history. This copy remains accessible even if the post is later deleted or either party loses access to the channel.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the retention of a permanent copy of a channel post in transaction history but does not address any of the specific statutory requirements related to data principal rights, data erasure, or data retention under the DPDP Act 2023, DPDP Rules 2025, or",NEW_SUCCESS,False,a300d8ad8cb7c46c1c02350d64a0e40bd3b4a0ed90d803af94105546e820436c,run-c6bf936e43df-5d0fde37,qwen3:8b
S001582,Telegram,Telegram Privacy Policy,"Since Telegram may rely on Google LLC or Microsoft Corporation for automatic translation of messages, the text of any message or set of messages that users choose to translate may be shared with Google or Microsoft in order to obtain their translated versions. These third-party companies will only access the data to provide a translation and will not use it for any other products, services, or advertising.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses data sharing with third-party translation services (Google LLC and Microsoft Corporation) but does not address any of the statutory requirements related to data principal rights, intermediary liability, or government directions. It does not provide a communication link for data principals, nor does",NEW_SUCCESS,False,88a83eb535b1215a56fbe4c23b684f7b62b65de69d05dfcb78921e8f31b98857,run-c6bf936e43df-5d0fde37,qwen3:8b
S000296,Google,Google Privacy Policy,"We collect location information when you use our services, which helps us offer features like driving directions, search results for things near you, and ads based on your location.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the collection of location information for specific services but does not address any of the statutory requirements related to intermediary liability, consent withdrawal, or data disclosure under the DPDP Act 2023 or IT Act 2000.",NEW_SUCCESS,False,f08abda8be6461e9b1fcbdfb7eb62126d9b8f8e1c185abd0641431a2e443d877,run-c6bf936e43df-5d0fde37,qwen3:8b
S000225,Google,Google Cloud Terms of Service,"""Third-Party Legal Proceeding"" means any formal legal proceeding filed by an unaffiliated third party before a court or government tribunal (including any appellate proceeding).",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses 'Third-Party Legal Proceeding' but does not address any of the statutory requirements related to data protection, intermediary liability, cross-border transfers, data principal rights, data retention, or security safeguards. It is a general legal definition and does not fulfill the checkable tests for",NEW_SUCCESS,False,515880eae51f7468ca29c9af08abefd81f9c4197b445a4eccedbce09b5776605,run-c6bf936e43df-5d0fde37,qwen3:8b
S002344,WhatsApp,WhatsAppPrivacyPolicy,"We use information we have (subject to choices you make and applicable law) to operate, provide, improve, understand, customize, support, and market our Services. Here's how:  Our Services. We use information we have to operate and provide our Services, including providing customer support; completing purchases or transactions; improving, fixing, and customizing our Services; and connecting our Services with Meta Company Products that you may use. We also use information we have to",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the use of information for operational purposes but does not address any of the specific statutory requirements related to data principal rights, security safeguards, intermediary liability, consent withdrawal, cross-border data transfers, or government access directives.",NEW_SUCCESS,False,43a6b22951966d4a060be87063f768ce9919588c625e495b2bf160810080feed,run-c6bf936e43df-5d0fde37,qwen3:8b
S001545,Telegram,Telegram Privacy Policy,"Users following a sufficient number of large public one-to-many channels (e.g., Finance, Business & Entrepreneurship, or Humor & Memes), may see ads from that category in other large public channels or in other bots as well. Users may also see ads selected on the basis of the channels they follow. This data is never passed to advertisers.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses ad targeting based on user activity but does not address the statutory requirement under IT Act 2000, Section 72A regarding intermediaries not disclosing personal information without consent or in breach of a lawful contract. It does not explicitly state that intermediaries must",NEW_SUCCESS,False,13aa530695ecda329e1818636ed076d1aac3761747048ef6120dbb448a8dc972,run-c6bf936e43df-5d0fde37,qwen3:8b
S002389,Youtube,Child safety policy,"This policy applies to videos, video descriptions, comments, posts, live streams, playlists and any other YouTube product or feature. Bear in mind that this isn't a complete list.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the scope of a child safety policy on YouTube but does not address any of the statutory requirements related to consent, data principal rights, or security safeguards under the DPDP Act 2023.",NEW_SUCCESS,False,f7db203027af57c23caf5d37734bacc158eafaf173b398fb31b4e3b56011b063,run-c6bf936e43df-5d0fde37,qwen3:8b
S000865,Meta,MetaPrivacyPolicy,"We also use contact information such as your email address to respond when you contact us. detail on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following: Content that you provide through our camera feature or your camera roll settings, or through our voice-enabled features",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the use of contact information and data collected through camera or voice features but does not address any of the statutory requirements related to grievance redressal, consent management, or intermediary liability. It lacks specificity on mechanisms for user rights, penalties for breaches,",NEW_SUCCESS,False,517226686c1d4f18203c03e198f147277b8be556bb5fb15537efc432e5294a29,run-c6bf936e43df-5d0fde37,qwen3:8b
S001542,Telegram,Telegram Privacy Policy,Non-intrusive advertising models help us sustain our Services. The data relied upon to serve ads is processed on the basis of Telegram’s legitimate interest of delivering effective and innovative Services to you. This data cannot be disclosed to any third parties – advertisers included.,NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses data processing for advertising purposes and mentions that data cannot be disclosed to third parties, including advertisers. However, it does not directly address any of the specific statutory requirements in the candidate rules, such as conflict of interest, contractual security safeguards, or",NEW_SUCCESS,False,8515c54b21856060dced75b54d84805bbf697b4425c8299faabc845a15a21d36,run-c6bf936e43df-5d0fde37,qwen3:8b
S001552,Telegram,Telegram Privacy Policy,By pressing buttons in messages sent by a bot.,NONE,Not Applicable,,Not Addressed,0.0,"The clause does not address any of the statutory requirements related to consent withdrawal, data principal rights, security safeguards, or ease of consent withdrawal. It merely describes an action (pressing buttons in messages sent by a bot) without linking it to any of the specified",NEW_SUCCESS,False,3ab3c706438a04316c9b054ba0ae4b2121adf2f0f7394f19de83084826d2a9d8,run-c6bf936e43df-5d0fde37,qwen3:8b
S001805,WhatsApp,WhatsApp Business App Privacy Policy,"Review the WhatsApp Privacy Policy to understand how we access, preserve, and share your information in response to legal obligations.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses legal obligations related to data handling but does not specifically address any of the statutory requirements under the DPDP Act 2023 or DPDP Rules 2025. It lacks direct reference to data principal rights, consent withdrawal, access to data, or communication links for",NEW_SUCCESS,False,6676a2a6a3ce386d77c692cc4926714d1ccc30d05e5cf5561ce52071a9eb958a,run-c6bf936e43df-5d0fde37,qwen3:8b
S001224,Snapchat,Snap_Privacy Policy,"In addition, we may also limit how we collect, use, and store some of the information of Snapchatters under 18. In some cases, this means we will be unable to provide certain functionality to people under the age of 18.",DPDP_RUL-0227,Children/Vulnerable Groups,DPDP_RULES_2025,Partially Compliant,0.5,"The clause mentions limiting data collection and functionality for users under 18, which partially addresses the requirement to restrict access to harmful content for children. However, it does not explicitly state that harmful content is restricted or that such content is not accessible to children,",NEW_SUCCESS,False,446fde2b229ed768116d4fecdc99c2f500ab0ddac91c12eaf60b72fba70f915f,run-c6bf936e43df-5d0fde37,qwen3:8b
S002335,WhatsApp,WhatsAppPrivacyPolicy,"zone, IP address, device operations information, and identifiers (including identifiers unique to Meta Company Products associated with the same device or account).  Location Information. We collect and use precise location information from your device with your permission when you choose to use location-related features, like when you decide to share your location with your contacts or view locations nearby or locations others have shared with you. There are certain settings relating to location-related information which you can find in your device settings or the in-app settings, such as location sharing. Even if you do not use our location-related features, we use IP addresses and other information like phone number area codes to estimate your general location (e.g., city and country). We also use your location information for diagnostics and troubleshooting purposes.  Cookies. We use cookies to operate and provide our Services, including to provide our Services that are web-based, improve your experiences, understand how our Services are being used, and customize them. For example, we use cookies to provide our Services for web and desktop and other web-based services. We may also use cookies to understand which of our Help Center articles are most popular and to show you relevant content related to our Services.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses data collection practices, such as location information and cookies, but does not address the specific statutory requirements related to consent withdrawal, access to consent records, or the use of a Consent Manager as outlined in the candidate rules.",NEW_SUCCESS,False,8049dbc97466a8ed445eb6d222e441bfe663e31454f4466b8c1e314216669318,run-c6bf936e43df-5d0fde37,qwen3:8b
S001850,WhatsApp,WhatsApp Business Data Security Terms,"e. Procedures for secure deletion and disposal of data, subject to the Business Terms; and",NONE,Not Applicable,,Not Addressed,0.0,"The clause mentions 'secure deletion and disposal of data' but does not specify the obligation to erase personal data upon withdrawal of consent, request for erasure, or completion of the retention period. It lacks the statutory details required to satisfy any of the candidate rules.",NEW_SUCCESS,False,372091a82fc8261dfdb9b3a5197f817079e80281d8c4c96837d3deeeadf75e64,run-c6bf936e43df-5d0fde37,qwen3:8b
S000043,Google,Google Cloud Terms of Service,"(i) With respect to GCP Services and their corresponding TSS, unless otherwise noted by Google, material updates to this Agreement will become effective 30 days after they are posted. Notwithstanding the preceding sentence, to the extent any updates apply to new functionality or are required to comply with applicable law, they will be effective immediately. If Customer does not agree to any update to the Agreement regarding GCP or its TSS, Customer may stop using the GCP Services or TSS. Customer may also terminate this Agreement for convenience under Section 8.5 (Termination for Convenience). Customer's continued use of the GCP Services or TSS after a material update will constitute Customer's consent to such update.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses terms of service updates and customer consent to such updates, but does not address the statutory requirements related to consent management, withdrawal of consent, or the cessation of processing upon withdrawal. It does not provide functionality for users to manage or withdraw",NEW_SUCCESS,False,fa23420c4fec953b03b91b7c2c76b71b1d531b22b27e84c20d96f13a13c04ea4,run-c6bf936e43df-5d0fde37,qwen3:8b
S000324,Google,Google Privacy Policy,"My Activity allows you to review and control data that’s saved to your Google Account when you’re signed in and using Google services, like searches you’ve done or your visits to Google Play. You can browse by date and by topic, and delete part or all of your activity.",DPDP_ACT-0040,Data Principal Rights,DPDP_ACT_2023,Partially Compliant,0.5,"The clause allows the data principal to review and control data saved to their Google Account, which partially addresses the right to access personal data. However, it does not explicitly mention the mechanism or process for requesting access, which is required by DPDP_ACT-0040.",NEW_SUCCESS,False,395bf892b5c477ce980e3d582181e71e8680ce1ef8d5ce6e258f2dc46e474cc0,run-c6bf936e43df-5d0fde37,qwen3:8b
S002013,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,"Content and Channel Subscription Updates that Admins create or share, such as text, videos, photos, images, documents, links, gifs, stickers, audio content, or other types of content in their Channel for others to view.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses content and channel subscription updates but does not address any of the statutory requirements related to consent, data principal rights, grievance redressal, or confidentiality. It does not meet the semantic match criteria for any of the candidate rules.",NEW_SUCCESS,False,df42a6e93c55199680bef4e1382e19166b208e62203ddc30c9b29647279e73a6,run-c6bf936e43df-5d0fde37,qwen3:8b
S001223,Snapchat,Snap_Privacy Policy,"Our Services are not directed to children under the age of 13, and you must confirm that you are 13 years or older in order to create an account and use our Services. If we have actual knowledge that you are under the age of 13 (or the minimum age at which a person may use the Services in your state, province, or country without parental consent, if greater), we will stop providing Services to you and delete your account and data.",DPDP_RUL-0227,Children/Vulnerable Groups,DPDP_RULES_2025,Compliant,1.0,"The clause explicitly states that the platform will stop providing services and delete data if it has actual knowledge that a child under 13 is using the service, which aligns with the requirement to restrict access to harmful content for children.",NEW_SUCCESS,False,14732b37a75163e2e717372a6615f200ea66a8b9321b6ee67dec3d1be6ba71b1,run-c6bf936e43df-5d0fde37,qwen3:8b
S000942,Meta,MetaPrivacyPolicy,"The way in which the information will be processed depends on the specific circumstances. See the section of the Meta Privacy Policy for more. "" "" provides information on the operational guidelines that law enforcement needs to follow. ""How do we respond to legal requests, prevent harm and promote safety and integrity?""",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses operational guidelines for law enforcement and legal requests but does not address any of the specific statutory requirements related to consent, withdrawal, or management of consents as outlined in the candidate rules.",NEW_SUCCESS,False,1b56209b134979ed49c840b4698c32c720e0eacb8888fe5990aafa8db53984d3,run-c6bf936e43df-5d0fde37,qwen3:8b
S001864,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp will employ technology that is consistent with industry standards for network segregation.,NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the use of technology for network segregation but does not specify any of the required security safeguards, access control measures, logging, monitoring, or retention periods outlined in the candidate rules. It is a general statement and does not address any of the",NEW_SUCCESS,False,e012a799062bd0c789b4aa9d109a015cb874cf28bf759ecf18ec7b2e04d0775b,run-c6bf936e43df-5d0fde37,qwen3:8b
S002315,WhatsApp,WhatsappCookies,"Your browser or device may offer settings that allow you to choose whether browser cookies are set and to delete them. These controls vary by browser, and manufacturers may change both the settings they make available and how they work at any time. Additional information about the controls offered by popular browsers can be found at the links below.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses browser cookie settings and does not address data retention, erasure, or any statutory obligations under the DPDP Act 2023, DPDP Rules 2025, or IT Act 2000. It does not implement or address any of the candidate rules.",NEW_SUCCESS,False,320d039a2812861c430673a3b41f5eec5172ce2c1300a5c89e85b7b07c7ad0cf,run-c6bf936e43df-5d0fde37,qwen3:8b
S001585,Telegram,Telegram Privacy Policy,"Under applicable data protection legislation, in certain circumstances, you have rights concerning your personal data. You have a right to: (1) request a copy of all your personal data that we store and to transmit that copy to another data controller; (2) delete (see section 10 below) or amend your personal data; (3) restrict, or object to, the processing of your personal data; (4) correct any inaccurate or incomplete personal data we hold on you; and (5) lodge a complaint with national data protection authorities regarding our processing of your personal data.",DPDP_ACT-0040,Data Principal Rights,DPDP_ACT_2023,Compliant,1.0,"The clause explicitly states that data principals have the right to request a copy of their personal data, which directly satisfies the requirement under DPDP_ACT-0040.",NEW_SUCCESS,False,70f27a411d5ebc43243b53853390bf5f7b21cc7f7eb6d7726f1cfa56b02ac3bf,run-c6bf936e43df-5d0fde37,qwen3:8b
S000112,Google,Google Cloud Terms of Service,"9. Publicity. Neither party may use the other party’s Brand Features or issue, publish, or present a press release, blog post, speech, social media post, or investor relations call or announcement discussing Customer’s use of the Services or this Agreement without the written consent of the other party, except as expressly permitted in this Agreement. Subject to the preceding sentence, Customer may state publicly that it is a Google Cloud customer and display Brand Features in accordance with the Branding Guidelines. Google may use Customer's name and Brand Features in online or offline promotional materials of the Services. Any use of a party’s Brand Features will inure to the benefit of the party holding Intellectual Property Rights to those Brand Features.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses publicity and branding rights but does not address consent withdrawal, data principal rights, security safeguards, or any other subject matter covered by the candidate statutory rules.",NEW_SUCCESS,False,7563c700a6dcf87cd9995aae2eb6633f342f0fa01390440f2382e371da1e0528,run-c6bf936e43df-5d0fde37,qwen3:8b
S000650,Meta,Meta_Cookies_Policy,Do other Companies use cookies in connection with the Meta Products?,NONE,Not Applicable,,Not Addressed,0.0,"The clause does not address any of the statutory requirements related to consent withdrawal, data principal rights, or security safeguards. It is a general question about cookie usage by third parties and does not fulfill the semantic match criteria for any of the candidate rules.",NEW_SUCCESS,False,ef235c054bad963e3249d783c51f45d07debd7beddf96dfd20234a3190b76c8f,run-c6bf936e43df-5d0fde37,qwen3:8b
S001515,Telegram,Telegram Privacy Policy,"Telegram Business subscribers can add a fixed location and a list of opening hours to their profile, to help clients identify and engage with their business more efficiently on Telegram. If you choose to add it to your profile, this information is always public.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the public display of business information on Telegram profiles but does not address any of the statutory requirements related to consent, data principal rights, confidentiality, or government access directives under the DPDP Act 2023 or DPDP Rules 2025.",NEW_SUCCESS,False,51bbbaa0739b7dc84793564ade4ba1e8795819b89005181b34b4df394667f7ee,run-c6bf936e43df-5d0fde37,qwen3:8b
S001207,Snapchat,Snap_Privacy Policy,"In this section we provide you with information on how long we keep your information, why we keep your information, and also highlight how we may need to keep your information to comply with laws, courts, and other obligations.",NONE,Not Applicable,,Not Addressed,0.0,The clause discusses data retention for legal compliance but does not specify a policy for retaining and auditing electronic records as required by IT_ACT_2-0307.,NEW_SUCCESS,False,7415458aefa45dcc03d4a12c292cc8d9b5923ee6834243365bb9e50dac61a995,run-c6bf936e43df-5d0fde37,qwen3:8b
S000321,Google,Google Privacy Policy,Manage personal info in your Google Account and control who can see it across Google services.,NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses managing personal info and controlling visibility across Google services, but it does not specifically address any of the statutory requirements related to security safeguards, child consent, breach notification, data principal rights, data retention, or consent withdrawal as outlined in the candidate rules.",NEW_SUCCESS,False,d9e71def3a36aa99fbf9a6027a2532f97ad31e087f3380aba744fdd144bd40e3,run-c6bf936e43df-5d0fde37,qwen3:8b
S000840,Meta,MetaPrivacyPolicy,"Providing and improving Meta Products Why and how we process your information: The provision of the Meta Products includes collecting, storing and, where relevant, sharing, profiling, reviewing and curating, and in some instances not only automated processing, but also manual (human) reviewing, to:",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the purpose and methods of processing personal data but does not address any of the specific statutory requirements related to consent withdrawal, child consent, data deletion, cross-border transfers, intermediary liability, or consent management as outlined in the candidate rules.",NEW_SUCCESS,False,ffaeb3fbed5c75a7b871b49a2651ca03e824db4ee47d09cc6675ee6d97fb8978,run-c6bf936e43df-5d0fde37,qwen3:8b
