clause_id,app_name,source_document,clause_text,best_match_taxonomy_id,dpdp_category,matched_act,verdict,verdict_score,justification,label_status,label_needs_review,cache_key,run_id,model
S001532,Telegram,Telegram Privacy Policy,"Your messages, media and files from secret chats (see section 3.3.2 above), as well as the contents of your calls and the data you store in your Telegram Passport are processed only on your device and on the device of your recipient. Before this data reaches our servers, it is encrypted with a key known only to you and the recipient. While Telegram servers will handle this end-to-end encrypted data to deliver it to the recipient – or store it in the case of Telegram Passport data, we have no ways of deciphering the actual information. In this case, we neither store nor process your personal data, rather we store and process random sequences of symbols that have no meaning without the keys which we don’t have.",DPDP_RUL-0173,Security Safeguards,DPDP_RULES_2025,Compliant,1.0,"The clause specifies that data is encrypted and that the platform has no ways of deciphering the actual information, which implies that access to the data is controlled and that logs or monitoring mechanisms are not required for processing end-to-end encrypted data. This aligns with",NEW_SUCCESS,False,2dca01015e8fb8631630890f816bf9e4293fb16bdd71cd82464752b37b68943e,run-c6bf936e43df-5d0fde37,qwen3:8b
S000798,Meta,MetaPrivacyPolicy,"Highlights We don't sell any of your information to anyone and we never will. We also require and other to follow rules about how they can and cannot use and disclose the information that we provide. partners third parties Here's more detail about who we share information with: We also share information with other in response to legal requests, to comply with applicable law or to prevent harm. . third parties",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses general information sharing practices and legal compliance but does not specifically address any of the statutory requirements related to intermediary liability, breach notification, consent, data principal rights, or government direction to block access. It lacks actionable mechanisms, timelines, or specific statutory references",NEW_SUCCESS,False,dfb5da75e8b43737bb2b82f658a30e7b96c3b408fbceb9f87db7a406eb70d347,run-c6bf936e43df-5d0fde37,qwen3:8b
S002526,Youtube,Terms of Service,"If you are considered a minor in your country, you represent that you have your parent or guardian’s permission to use the Service. Please have them read this Agreement with you.",DPDP_ACT-0034,Children/Vulnerable Groups,DPDP_ACT_2023,Partially Compliant,0.5,"The clause mentions that minors need parental permission to use the service, which aligns with the requirement to obtain verifiable consent from a parent or guardian for children. However, it does not explicitly state that verifiable consent is required, nor does it provide a mechanism",NEW_SUCCESS,False,3b093645f495b35a649b3a1672a12bd5e3feadb799f63869dc985681d7d66613,run-c6bf936e43df-5d0fde37,qwen3:8b
S000368,Google,Google Privacy Policy,"When we receive formal written complaints, we respond by contacting the person who made the complaint. We work with the appropriate regulatory authorities, including local data protection authorities, to resolve any complaints regarding the transfer of your data that we cannot resolve with you directly.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses responding to formal complaints and working with regulatory authorities but does not specifically address grievance redressal mechanisms, timelines, or procedures required by the DPDP Rules 2025. It lacks the statutory specificity of a ninety-day response period or prominent publication of a grievance",NEW_SUCCESS,False,846489f4c612f751caffdb2e2014f5dc506d0e37f4fdbccb1df5de903bd6233d,run-c6bf936e43df-5d0fde37,qwen3:8b
S001871,WhatsApp,WhatsApp Business Data Security Terms,b. Monitoring. WhatsApp will monitor for any security breaches and malicious activity affecting Covered Data.,DPDP_RUL-0173,Security Safeguards,DPDP_RULES_2025,Partially Compliant,0.5,"The clause mentions monitoring for security breaches and malicious activity, which relates to detecting unauthorized access. However, it does not specify logging, monitoring, and review mechanisms as required by DPDP_RUL-0173, nor does it mention the retention of logs or monitoring data for security purposes.",NEW_SUCCESS,False,b58533675f35f4fb4dc220bd751646461430c48142189f8b93118d7014eb3cd6,run-c6bf936e43df-5d0fde37,qwen3:8b
S001179,Snapchat,Snap_Privacy Policy,"Your information can help us decide what kind of improvements we should make, but we are always focused on privacy — and we don’t want to use more of your personal information than necessary to develop our features and models.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the use of personal information for improving features and models but does not address any of the specific statutory requirements related to verifiable consent for children, security safeguards, data erasure, breach notification, or intermediary liability. It is a general statement about data",NEW_SUCCESS,False,a7b9596eb2df51b67aeb10c6129e2ef172ac2a23dc7bc70419be57e5f4583c25,run-c6bf936e43df-5d0fde37,qwen3:8b
S002060,WhatsApp,WhatsApp India Payments Privacy Policy,India Payments Privacy Policy before you choose to continue using WhatsApp Pay.,NONE,Not Applicable,,Not Addressed,0.0,"The clause refers to the India Payments Privacy Policy and does not address any of the statutory requirements related to consent withdrawal, ease of withdrawal, cessation of processing, or Consent Manager functionality as outlined in the candidate rules.",NEW_SUCCESS,False,b116605221801b9c03c015d9dac691af2134aa7130218ff52486f172fb67bfe0,run-c6bf936e43df-5d0fde37,qwen3:8b
S000891,Meta,MetaPrivacyPolicy,"Provide aggregated user analytics and insights reports that help users, businesses, advertisers and other partners better understand the audiences with whom they may want to connect, as well as the types of people who use their services and how people interact with their content, websites, apps and services. detail on each information category). The actual information that we use depends on your factual circumstances, but could include any of the following: Content that you provide through our camera feature or your camera roll settings, or through our voice-enabled features",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the types of data collected and the purpose of data processing but does not address any of the specific statutory requirements related to data principal rights, consent management, intermediary liability, grievance redressal, or children/vulnerable groups as outlined in the candidate rules.",NEW_SUCCESS,False,98d8cdb9e1c5c97adecfcc097634b7361cb19b3a1f2e4b78c5d3d83109cf7ece,run-c6bf936e43df-5d0fde37,qwen3:8b
S000654,Meta,Meta_Cookies_Policy,How can you control your information?,NONE,Not Applicable,,Not Addressed,0.0,"The clause 'How can you control your information?' does not directly address any of the statutory requirements related to consent withdrawal, government direction compliance, security safeguards, or intermediary liability. It is a general inquiry about user control without fulfilling the specific statutory tests outlined in",NEW_SUCCESS,False,fd41e0cc3eb5e47536a34f6cf8379fe2fcaa63c0b6ad9ea8a8a48a05b9462266,run-c6bf936e43df-5d0fde37,qwen3:8b
S001546,Telegram,Telegram Privacy Policy,Your rights described in section 9 below remain unaffected.,NONE,Not Applicable,,Not Addressed,0.0,"The clause does not address any of the statutory requirements related to breach notification, consent, data principal rights, or communication links. It merely references a section without providing specific details or mechanisms required by the rules.",NEW_SUCCESS,False,59224dc52d1fe96f2a7072804a17b1142f58f0a4d843f6fe8757248d785e421b,run-c6bf936e43df-5d0fde37,qwen3:8b
S002316,WhatsApp,WhatsappCookies,Certain parts of WhatsApp Products may not work properly if you have disabled browser cookies.  Google Chrome  Internet Explorer  Firefox  Safari  Safari Mobile  Opera,NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses browser cookie requirements for WhatsApp Products but does not address any of the statutory requirements related to consent withdrawal, data principal rights, or security safeguards under the DPDP Act 2023. It is a general technical notice and does not fulfill the semantic",NEW_SUCCESS,False,bb65060840b550624542b3187c47fdb473703d08c97934ea53f956849839b06e,run-c6bf936e43df-5d0fde37,qwen3:8b
S002356,WhatsApp,WhatsAppPrivacyPolicy,"connections, or of interesting content), personalizing features and content, helping you complete purchases and transactions, and showing relevant offers and ads across the Meta Company Products; and  providing integrations which enable you to connect your WhatsApp experiences with other Meta Company Products. For example, allowing you to connect your Facebook Pay account to pay for things on WhatsApp or enabling you to chat with your friends on other Meta",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the purposes of data processing (personalization, integrations, etc.) but does not address any of the specific statutory requirements related to children/vulnerable groups, security safeguards, consent management, breach notification, cross-border transfers, or data principal rights. It is a general description of data usage",NEW_SUCCESS,False,eb50aa13eed9f06011aba140d86bafc7fd1b190120db1c976ac2178c320927af,run-c6bf936e43df-5d0fde37,qwen3:8b
S002353,WhatsApp,WhatsAppPrivacyPolicy,"Services, those third-party services may receive information about what you or others share with them. For example, if you use a data backup service integrated with our Services (like iCloud or Google",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses third-party services and data sharing but does not address any of the statutory requirements related to consent withdrawal, government directions for blocking access, or non-disclosure of personal information. It does not meet the semantic match criteria for any of the candidate rules.",NEW_SUCCESS,False,b8a1cedf69020cfd2d1d92ebbd6c6168901e92ca31b7a8186651f2ec7584ea93,run-c6bf936e43df-5d0fde37,qwen3:8b
S001920,WhatsApp,WhatsApp Business Terms of Service,We will acknowledge all complaints and follow-up with you to address your complaint within a reasonable timeframe. We will communicate the outcome of our complaint investigation to you if you have provided us with your valid email address. Learn more about steps to take if your account is suspended or terminated here.,NONE,Not Applicable,,Not Addressed,0.0,The clause discusses complaint handling but does not specify procedures for investigating complaints or imposing penalties as required by DPDP_ACT-0057. It also lacks a ninety-day response period as required by DPDP_RUL-0201. The clause is too vague and does not meet the checkable tests for any,NEW_SUCCESS,False,465c436500c028d118878c6e89b668966a0e70b5fce3914a497aa976e2edbde6,run-c6bf936e43df-5d0fde37,qwen3:8b
S001214,Snapchat,Snap_Privacy Policy,Take a look at our Privacy by Product page and support page for details on the specific retention periods for products.,NONE,Not Applicable,,Not Addressed,0.0,"The clause refers to external documents for retention periods but does not specify any mechanism, timeline, or obligation for data erasure or retention as required by the statutory rules. It does not address the statutory subject matter directly.",NEW_SUCCESS,False,a550b2a8b3086e08a137f74d29637c5f8ff22cdbb97f6bdba713c98bd705c525,run-c6bf936e43df-5d0fde37,qwen3:8b
S001822,WhatsApp,WhatsApp Business Data Processing Terms,e. WhatsApp will notify you without undue delay of the discovery by WhatsApp of any Personal Information Breach;,DPDP_RUL-0178,Breach Notification,DPDP_RULES_2025,Compliant,1.0,"The clause specifies that WhatsApp will notify affected Data Principals of a Personal Information Breach without undue delay, which satisfies the requirement under DPDP_RUL-0178 to notify affected Data Principals in a concise, clear, and plain manner without delay.",NEW_SUCCESS,False,08b249435adc118af32a5bb346be23e3b1e438c5aeb5314672216a09f3856a14,run-c6bf936e43df-5d0fde37,qwen3:8b
S001586,Telegram,Telegram Privacy Policy,"If you wish to exercise any of these rights, kindly use the contact details in section 12 below.",DPDP_RUL-0223,Data Principal Rights,DPDP_RULES_2025,Partially Compliant,0.5,"The clause mentions a communication link for Data Principals to exercise their rights, which aligns with the requirement to provide a clear communication link. However, it does not specify access to the website or app of the Data Fiduciary, which is a key part of",NEW_SUCCESS,False,45807a0d6bbe88f227a31886bdbd38e79f91c4d1d348d348a1b3107507363a55,run-c6bf936e43df-5d0fde37,qwen3:8b
S002042,WhatsApp,WhatsApp India Payments Privacy Policy,"WhatsApp India does not have access to the BHIM UPI PIN because it is encrypted by Common Library (CL) software provided by National Payments Corporation of India.  Payment Transaction Information. When you send, receive, or request payments, you provide or confirm information about your transaction, including the receiver’s name, phone number, BHIM UPI ID (virtual payment address), payment amount, and currency. To",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses encryption of BHIM UPI PIN and payment transaction information but does not address any of the specific statutory requirements related to data principal rights, security safeguards, or log retention as outlined in the candidate rules.",NEW_SUCCESS,False,6af9d6bda004ad903d272530d46be034588b6a772dc0e66fc9e41b92807e9e76,run-c6bf936e43df-5d0fde37,qwen3:8b
S001167,Snapchat,Snap_Privacy Policy,"This section explains how we use the information we collect. Among other things, we use the information we collect to provide you with personalized products and Services that we work hard to build and improve. Below, we walk through each purpose for which we use information in detail. If you’d like to see a mapping of the data we collect with the purposes for which we collect it, we have a table here.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the use of collected information for personalized products and services but does not address the specific statutory requirements related to consent withdrawal, ease of withdrawal, cessation of processing, or the use of a Consent Manager as outlined in the candidate rules.",NEW_SUCCESS,False,690230f8ebb571f51da89f07733c34041de814be798da02d7f7b60492b79e09e,run-c6bf936e43df-5d0fde37,qwen3:8b
S002001,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,"This Channels Privacy Policy supplements the WhatsApp Privacy Policy, which applies to the use of all our Services, including Channels. Any capitalized terms used but not defined in this Channels Privacy Policy have the meanings defined in the WhatsApp Privacy Policy. If there is any conflict between this Channels Privacy Policy and the WhatsApp Privacy",NONE,Not Applicable,,Not Addressed,0.0,"The clause does not address any of the statutory requirements related to consent withdrawal, notice, or Consent Manager functionality. It merely introduces the Channels Privacy Policy and references the WhatsApp Privacy Policy without fulfilling the checkable tests for any of the candidate rules.",NEW_SUCCESS,False,f4db309a4dabb77d52f7871b31dead60cd635e6041c58fee0e62218e26ceca65,run-c6bf936e43df-5d0fde37,qwen3:8b
S001886,WhatsApp,WhatsApp Business Data Transfer Addendum,"e. “WhatsApp Subprocessor” means a processor that is engaged by WhatsApp LLC or Meta Platforms Inc., under the Processor to Processor SCCs to Process European Data.",NONE,Not Applicable,,Not Addressed,0.0,"The clause defines 'WhatsApp Subprocessor' in the context of data processing under the Processor to Processor SCCs, but it does not address any of the statutory requirements related to data fiduciary obligations, consent, security safeguards, or penalties under the DPDP Act 2023 or DPDP Rules",NEW_SUCCESS,False,5ee8f1d5d6da9e8dedecd23791f9d114f95131ff881a1ccca15c9316c544376d,run-c6bf936e43df-5d0fde37,qwen3:8b
S001188,Snapchat,Snap_Privacy Policy,"Additionally, there may be instances when you interact with our Services that we will ask for your permission to use your information in a new, different, or otherwise specific way.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses potential future requests for permission to use information but does not address the right to withdraw consent, the ease of withdrawal, cessation of processing upon withdrawal, or the use of a Consent Manager as required by the statutory rules.",NEW_SUCCESS,False,c13452a750e8e9bd6d9eb4b9c0ef9d4da2c31a864d8eb1756abfa612f835dc3b,run-c6bf936e43df-5d0fde37,qwen3:8b
S002386,Youtube,Child safety policy,"Make sure that your titles, descriptions and tags match the audience that you're targeting. In addition, ensure that your audience selection accurately represents the audience that your content is suitable for. You can also age restrict your content upon upload if it's intended for mature audiences.",NONE,Not Applicable,,Not Addressed,0.0,The clause discusses content targeting and age restrictions but does not specifically address the restriction of access to harmful content for children as required by DPDP_RUL-0227.,NEW_SUCCESS,False,43e2d241d0f9e63e7c2b8e50696f8451b1b3639748fc761d47a878f88403f9d4,run-c6bf936e43df-5d0fde37,qwen3:8b
S001148,Snapchat,Snap_Privacy Policy,"Control who can see your content. We’ve built a number of tools that let you choose who you share your content with. In some cases you may want to share content with just your friends, and in other instances you may want to share it with the public. To learn more, go here.",NONE,Not Applicable,,Not Addressed,0.0,The clause discusses user control over content sharing but does not address security safeguards or access control measures required by the DPDP Act 2023 or DPDP Rules 2025.,NEW_SUCCESS,False,d0b84f2a2b1f0bbca3e6199d0a90d5fa8d9262a709eeb95704a6d6a1e8ada67f,run-c6bf936e43df-5d0fde37,qwen3:8b
S001608,Telegram,Telegram Privacy Policy,"Updated 8.3, see this post for more details.",NONE,Not Applicable,,Not Addressed,0.0,"The clause only mentions an update and refers to an external post, without addressing any of the statutory requirements related to consent withdrawal, data principal rights, security safeguards, or ease of consent withdrawal.",NEW_SUCCESS,False,236feb4e99be735b4c3cb17b0f7acdc29c497fbda748a3708ef43904c2f78475,run-c6bf936e43df-5d0fde37,qwen3:8b
S001220,Snapchat,Snap_Privacy Policy,Note: The U.S. State Privacy Notice applies only if you are a resident of certain U.S. states that have implemented state-level privacy laws.,NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the applicability of U.S. State Privacy Notice but does not address any of the statutory requirements related to consent, withdrawal, or Consent Manager as specified in the candidate rules.",NEW_SUCCESS,False,472b4c10881caa0870b6264ce04deb1c51c076b2d2e8098fadfa341c7196701e,run-c6bf936e43df-5d0fde37,qwen3:8b
S001583,Telegram,Telegram Privacy Policy,"Some users can choose to convert a voice or video message to text by tapping on the Voice-to-Text icon (“->A”) displayed on eligible messages (to be able to use this option, users should subscribe to Telegram Premium in the Settings > Telegram Premium section of the Telegram application).",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses a feature related to voice-to-text conversion and subscription requirements for Telegram Premium, which does not address any of the statutory requirements under the IT Act 2000, Section 72A. It does not pertain to the disclosure of personal information, consent, or lawful contracts.",NEW_SUCCESS,False,33c01b2f4fa28101d3c0b5a4343c8b4d2422b7c889a55dc3d18b94196e57e56e,run-c6bf936e43df-5d0fde37,qwen3:8b
S000923,Meta,MetaPrivacyPolicy,exchange with these features,NONE,Not Applicable,,Not Addressed,0.0,"The clause 'exchange with these features' does not address any of the statutory requirements related to consent, data principal rights, or security safeguards. It is too vague and does not fulfill the checkable tests for any of the candidate rules.",NEW_SUCCESS,False,3d2be385167de0bfd0ade76c045113ebfde9ba81b957493638185daf96f284ce,run-c6bf936e43df-5d0fde37,qwen3:8b
S000311,Google,Google Privacy Policy,"We use information we collect, like your email address, to interact with you directly. For example, we may send you a notification if we detect suspicious activity, like an attempt to sign in to your Google Account from an unusual location. Or we may let you know about upcoming changes or improvements to our services. And if you contact Google, we’ll keep a record of your request in order to help solve any issues you might be facing.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses how Google uses collected information for communication and record-keeping but does not address any of the specific statutory requirements related to intermediary/platform liability, consent withdrawal, or data fiduciary obligations under the DPDP Act 2023 or IT Act 2000.",NEW_SUCCESS,False,e9823aca801fcdfea16fd3d717c36359615d8a513c79662a633661793f23cf91,run-c6bf936e43df-5d0fde37,qwen3:8b
S002012,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,"Channel Admin name, icon, picture, description or links to third party sites.  Channel Updates. Channels are public, so we collect Channel",NONE,Not Applicable,,Not Addressed,0.0,"The clause does not address the statutory requirement related to the Central Government's authority to direct intermediaries to block access to information in the public interest. It only describes the nature of WhatsApp Channels and the data collected, which does not fulfill the semantic match",NEW_SUCCESS,False,160d4844aea715ea30582ae3a7d02f293930fa7ce3f569269eeaaa2ce9bb191c,run-c6bf936e43df-5d0fde37,qwen3:8b
S001540,Telegram,Telegram Privacy Policy,"Telegram offers a tool for advertisers to promote their messages in public one-to-many channels (with 1,000 subscribers or more), as well as in bots, stories, and Telegram’s public search. By default, these sponsored messages are based solely on the topic of the public channels or search terms in which they are shown. No contents of private chats or contacts lists are mined or analyzed to display ads or sponsored messages.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the absence of data mining from private chats for advertising purposes but does not address any of the specific statutory requirements related to consent, data principal rights, children's data, voluntary undertakings, or conflict of interest. It does not fulfill the semantic match",NEW_SUCCESS,False,e7b9420a33aa305fe4b4c662005c5492d5cbfee0f5234a2a62b83e958ce00949,run-c6bf936e43df-5d0fde37,qwen3:8b
S001502,Telegram,Telegram Privacy Policy,what personal data we may collect from you;,NONE,Not Applicable,,Not Addressed,0.0,"The clause only mentions the collection of personal data without addressing any specific statutory requirements related to consent, security safeguards, breach notification, data principal rights, data retention, or erasure as outlined in the candidate rules.",NEW_SUCCESS,False,693db3c132f01588b97724e93aa1565734b1f20ce3541175b609d725ed1ed5b3,run-c6bf936e43df-5d0fde37,qwen3:8b
S002054,WhatsApp,WhatsApp India Payments Privacy Policy,"WhatsApp, as this information is required to fetch your bill and process the payment.The COU and payment aggregator can receive your name, phone number, email address, date of birth, or government ID number, depending on the specific bill payment category as well as your IP address, device identifier, or other persistent identifier.  Compliance with Law. Notwithstanding anything to the contrary,",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses data collection for payment processing and mentions compliance with law, but it does not specifically address any of the statutory requirements related to intermediary liability, consent, data erasure, or cross-border data transfers. It lacks the necessary specificity to match any of the",NEW_SUCCESS,False,dc100553176fb4aed3a634cb10c2b1ed85adef675bfb7eb9384f7713c043093a,run-c6bf936e43df-5d0fde37,qwen3:8b
S002376,Youtube,Child safety policy,Don't post content on YouTube if it fits any of the descriptions below.,NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses content posting restrictions on YouTube but does not address any of the statutory requirements related to consent, data principal rights, security safeguards, or withdrawal of consent as specified in the candidate rules.",NEW_SUCCESS,False,ee794474cc68e8b75543f08ded6920ead8b5ac369510231541509b27e8038eb2,run-c6bf936e43df-5d0fde37,qwen3:8b
S002035,WhatsApp,WhatsApp India Payments Privacy Policy,"WhatsApp India also provides an interface in which users have the ability to view bills and make payments to billers (""Bill Payments”) through Bharat Bill Payment System (""BBPS""), an integrated bill payment platform operated by NPCI Bharat BillPay Limited (“NBBL” – a wholly owned subsidiary of NPCI). Payments and Bill Payments services are collectively referred to in this policy as “WhatsApp Pay”.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the functionality of WhatsApp Pay and its integration with BBPS but does not address any of the statutory requirements related to data protection, consent management, grievance redressal, or data principal rights under the DPDP Act 2023 or DPDP Rules 2025.",NEW_SUCCESS,False,41086b637d78c0062ef84b818b27f8b88c01d41ffa3d1ccfeadd8545872af015,run-c6bf936e43df-5d0fde37,qwen3:8b
S001524,Telegram,Telegram Privacy Policy,We store your up-to-date contacts in order to notify you as soon as one of your contacts signs up for Telegram and to properly display names in notifications. We only need the number and name (first and last) for this to work and store no other data about your contacts.,NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses contact storage for notification purposes and does not address any of the statutory requirements related to intermediary/platform liability, breach notification, or unauthorized access to protected systems. It does not implement or address any of the candidate rules.",NEW_SUCCESS,False,9d7f702a2637ce96c7c25f8233f6b45a3264ab69c7a2c5711c329ae0a6d329f5,run-c6bf936e43df-5d0fde37,qwen3:8b
S000344,Google,Google Privacy Policy,"We provide personal information to our affiliates and other trusted businesses or persons to process it for us, based on our instructions and in compliance with our Privacy Policy and any other appropriate confidentiality and security measures. For example, we use service providers to help operate our data centers, deliver our products and services, improve our internal business processes, and offer additional support to customers and users. We also use service providers to help review YouTube video content for public safety and analyze and listen to samples of saved user audio to help improve Google’s audio recognition technologies.",NONE,Not Applicable,,Not Addressed,0.0,"The clause discusses the use of service providers for processing personal information and mentions confidentiality and security measures, but it does not specifically address the statutory requirements related to security safeguards, access control, logging, monitoring, or contractual provisions for data processors as outlined in the",NEW_SUCCESS,False,8e66c9588c7c2c63b9541373206cfdad65818e82f82eabd59c7b63115fe1a166,run-c6bf936e43df-5d0fde37,qwen3:8b
